loan_number,cust_number,loan_category,loan_condition,principal_amount,loan_rate,duration_months,installment_amount,commencement_date,initial_credit_score,collateral_value,purpose_of_loan
7238,2060295,Auto,Defaulted,55088.9,0.0571,72,905.46,2023-08-13,822,66106.68,Business Expansion
6855,8462468,Personal,Paid,43619.88,0.1049,60,937.35,2022-02-08,808,52343.86,Education
8460,4717279,Personal,Defaulted,14323.94,0.1132,48,372.44,2022-04-09,790,17188.73,Debt Consolidation
2094,3880711,Auto,Active,15452.18,0.0494,36,462.7,2023-09-26,841,18542.62,Auto Purchase
5288,8722083,Auto,Defaulted,21948.21,0.0566,72,360.23,2024-06-01,651,26337.85,Education
9823,3260192,Auto,Active,51279.56,0.0757,36,1596.76,2023-03-17,634,61535.47,Auto Purchase
2654,6660436,Personal,Defaulted,13683.39,0.1165,12,1213.51,2021-04-25,775,16420.07,Debt Consolidation
6011,8628291,Auto,Paid,63722.8,0.0656,60,1248.6,2020-04-12,663,76467.36,Education
4443,5893576,Auto,Defaulted,44086.48,0.0585,60,849.24,2021-08-25,606,52903.78,Auto Purchase
5628,7769212,Mortgage,Defaulted,105059.51,0.055,180,858.42,2019-11-28,759,126071.41,Business Expansion
5670,5513477,Auto,Paid,25665.99,0.0444,36,762.8,2020-12-11,829,30799.19,Business Expansion
2455,1222997,Auto,Active,40920.26,0.0571,36,1239.5,2022-09-23,658,49104.31,Debt Consolidation
2368,3136750,Personal,Defaulted,38481.15,0.0972,36,1236.63,2021-12-05,652,46177.38,Education
8149,6662952,Auto,Defaulted,60885.49,0.0689,36,1876.91,2020-10-18,704,73062.59,Home Purchase
8809,4035050,Mortgage,Paid,938065.51,0.0589,180,7860.29,2021-04-04,713,1125678.61,Business Expansion
7866,9433169,Mortgage,Defaulted,680753.2,0.0492,180,5355.03,2021-08-16,823,816903.84,Auto Purchase
3691,9415474,Mortgage,Defaulted,498078.1,0.0432,180,3764.6,2019-11-23,792,597693.72,Home Purchase
8356,7117810,Mortgage,Defaulted,574842.74,0.048,180,4486.16,2024-03-30,715,689811.29,Home Purchase
8610,5497120,Personal,Active,47828.51,0.1318,12,4275.95,2024-01-12,716,57394.21,Business Expansion
1418,6792090,Personal,Defaulted,18077.77,0.087,48,447.3,2024-09-26,789,21693.32,Debt Consolidation
4716,2733469,Auto,Defaulted,55684.81,0.0478,60,1045.24,2022-04-29,755,66821.77,Education
6696,5443469,Mortgage,Defaulted,337520.75,0.0553,360,1922.76,2024-06-21,686,405024.9,Education
6379,7462311,Personal,Paid,40608.05,0.1073,48,1044.22,2021-09-16,848,48729.66,Education
1254,2691801,Mortgage,Paid,335375.16,0.0456,180,2575.89,2021-10-26,846,402450.19,Home Purchase
7388,3049211,Auto,Active,56150.06,0.0565,60,1076.42,2022-05-23,674,67380.07,Auto Purchase
9755,8924432,Personal,Active,9610.34,0.1175,36,318.05,2023-01-20,704,11532.41,Auto Purchase
8528,8737884,Auto,Paid,25022.1,0.0476,36,747.24,2024-10-25,743,30026.52,Home Purchase
8284,9626848,Auto,Active,40318.55,0.0733,36,1251.01,2019-12-10,751,48382.26,Education
5041,7828354,Auto,Active,47443.34,0.0716,48,1139.61,2023-01-01,672,56932.01,Auto Purchase
8300,7248077,Mortgage,Paid,155465.52,0.0477,180,1210.87,2021-04-11,707,186558.62,Auto Purchase
1886,2610405,Mortgage,Active,138512.7,0.0333,360,608.91,2023-11-30,801,166215.24,Auto Purchase
4553,7383766,Mortgage,Active,547238.13,0.0572,360,3183.11,2020-09-27,681,656685.76,Business Expansion
7186,4009973,Mortgage,Active,895896.83,0.04,180,6626.84,2022-11-14,761,1075076.2,Business Expansion
3281,2960838,Personal,Paid,47059.11,0.1211,36,1565.51,2020-05-26,826,56470.93,Debt Consolidation
5592,7908592,Auto,Paid,57355.18,0.0498,48,1320.33,2021-01-27,781,68826.22,Auto Purchase
5271,9820456,Auto,Paid,21705.53,0.0463,72,345.85,2020-12-10,698,26046.64,Auto Purchase
5270,8013590,Auto,Active,73650.25,0.0475,72,1177.61,2024-02-18,655,88380.3,Auto Purchase
1875,9060471,Mortgage,Paid,674328.86,0.0582,180,5625.0,2021-10-25,633,809194.63,Business Expansion
1998,7493529,Auto,Paid,49552.05,0.0695,48,1185.44,2024-10-23,745,59462.46,Business Expansion
1750,6716959,Mortgage,Active,335949.7,0.055,360,1907.49,2020-11-18,723,403139.64,Home Purchase
7343,9239612,Auto,Defaulted,62608.06,0.0485,48,1437.57,2023-11-23,630,75129.67,Home Purchase
1751,9546668,Personal,Defaulted,3273.88,0.1296,24,155.58,2024-10-07,753,3928.66,Business Expansion
1362,8796065,Personal,Defaulted,21977.72,0.0855,12,1917.4,2023-04-24,701,26373.26,Debt Consolidation
4807,7598577,Auto,Active,15052.13,0.0747,48,363.73,2024-02-10,696,18062.56,Business Expansion
2747,5443469,Personal,Active,18964.07,0.0857,36,599.26,2021-08-19,811,22756.88,Home Purchase
8905,9435538,Personal,Paid,23152.43,0.0904,36,736.67,2023-06-05,602,27782.92,Debt Consolidation
5592,2495918,Auto,Defaulted,31360.99,0.0676,36,964.9,2022-05-11,707,37633.19,Education
3246,7260706,Auto,Paid,52048.98,0.079,60,1052.88,2023-12-08,721,62458.78,Auto Purchase
8528,3405239,Mortgage,Active,903869.16,0.0509,180,7190.19,2021-06-14,734,1084642.99,Home Purchase
6693,8648194,Auto,Defaulted,24077.64,0.0616,72,400.86,2021-08-14,703,28893.17,Business Expansion
4385,6466533,Personal,Defaulted,9269.72,0.1221,60,207.18,2021-05-05,738,11123.66,Education
7428,2672152,Auto,Defaulted,38328.49,0.0639,60,747.97,2021-09-12,663,45994.19,Education
5029,9095139,Auto,Active,62088.42,0.0501,48,1430.13,2020-08-13,706,74506.1,Auto Purchase
3883,9438924,Auto,Paid,34687.21,0.0406,48,784.14,2023-10-10,627,41624.65,Home Purchase
1590,8636719,Auto,Active,67083.32,0.0614,72,1116.2,2023-05-20,708,80499.98,Business Expansion
7629,9993473,Mortgage,Defaulted,845938.71,0.0441,360,4241.13,2020-05-06,805,1015126.45,Auto Purchase
6058,2070518,Auto,Defaulted,41369.5,0.0694,60,818.0,2023-10-25,664,49643.4,Auto Purchase
1706,2035792,Personal,Defaulted,22409.84,0.0929,48,560.76,2023-05-07,699,26891.81,Business Expansion
7316,8960454,Personal,Active,25007.73,0.0962,36,802.47,2023-10-30,649,30009.28,Debt Consolidation
5021,4328667,Mortgage,Defaulted,130136.38,0.0313,360,557.83,2021-10-11,746,156163.66,Debt Consolidation
7074,5901261,Auto,Defaulted,58554.03,0.0692,36,1805.84,2021-06-10,709,70264.84,Business Expansion
6152,5055502,Mortgage,Paid,990914.41,0.0348,360,4438.59,2021-06-10,619,1189097.29,Auto Purchase
1202,6636435,Mortgage,Defaulted,889186.75,0.0592,360,5285.48,2022-12-19,762,1067024.1,Home Purchase
2903,2160826,Mortgage,Defaulted,754972.57,0.0599,180,6366.81,2021-10-02,682,905967.08,Education
7274,1879109,Auto,Active,35505.15,0.0414,60,656.13,2023-12-05,843,42606.18,Home Purchase
3723,9753488,Auto,Defaulted,18625.69,0.06,36,566.63,2022-09-12,723,22350.83,Auto Purchase
4358,3636707,Mortgage,Defaulted,431527.65,0.0555,360,2463.72,2022-11-19,609,517833.18,Auto Purchase
6827,8210103,Auto,Paid,27847.88,0.0604,36,847.69,2023-04-15,769,33417.46,Education
4908,8257438,Auto,Active,46157.87,0.0745,72,796.96,2021-03-23,749,55389.44,Business Expansion
5880,3209496,Auto,Paid,56715.39,0.044,48,1290.76,2020-09-19,718,68058.47,Home Purchase
3024,5928005,Auto,Active,17061.63,0.0588,36,518.12,2023-02-11,655,20473.96,Debt Consolidation
2475,2217071,Mortgage,Defaulted,634401.91,0.0466,180,4905.17,2023-01-27,600,761282.29,Home Purchase
2362,6376940,Mortgage,Defaulted,744793.72,0.0409,180,5542.8,2024-05-13,692,893752.46,Debt Consolidation
7911,5872281,Personal,Active,46517.13,0.0817,48,1139.33,2022-06-28,782,55820.56,Education
5851,8105112,Personal,Active,7284.89,0.0838,12,634.98,2020-08-14,621,8741.87,Education
9824,9153465,Personal,Paid,33263.29,0.092,12,2912.01,2020-02-05,728,39915.95,Auto Purchase
4287,5300065,Personal,Active,45991.61,0.1384,48,1253.1,2021-03-07,734,55189.93,Auto Purchase
6645,9165852,Auto,Active,46426.82,0.0707,60,920.84,2024-05-15,697,55712.18,Home Purchase
2512,4439206,Personal,Active,21139.59,0.1481,36,730.85,2023-06-20,612,25367.51,Business Expansion
3445,3059783,Auto,Active,61832.12,0.0446,36,1838.21,2022-04-06,601,74198.54,Home Purchase
4083,7817518,Mortgage,Paid,370016.84,0.0466,360,1910.16,2020-04-19,762,444020.21,Education
2676,5664433,Personal,Active,16319.11,0.1082,12,1440.94,2022-11-07,771,19582.93,Business Expansion
3195,9769953,Personal,Active,36780.23,0.1024,24,1701.3,2021-12-03,615,44136.28,Debt Consolidation
8198,7943723,Auto,Active,47659.7,0.0606,72,791.21,2024-05-05,793,57191.64,Auto Purchase
6891,1099012,Auto,Paid,59917.03,0.0789,36,1874.54,2023-11-17,706,71900.44,Business Expansion
7319,2642635,Mortgage,Active,788354.01,0.0437,180,5978.61,2020-12-24,674,946024.81,Debt Consolidation
7577,7256739,Auto,Active,52064.27,0.0645,48,1233.5,2023-12-28,601,62477.12,Education
6690,7822631,Auto,Active,42916.95,0.0536,72,698.36,2023-11-08,828,51500.34,Home Purchase
1596,1934068,Mortgage,Paid,749921.59,0.0319,180,5247.62,2023-07-15,769,899905.91,Debt Consolidation
3650,1406123,Auto,Defaulted,44678.41,0.0441,48,1017.01,2022-12-04,815,53614.09,Education
9521,2483177,Mortgage,Defaulted,492100.41,0.0476,180,3830.25,2023-03-10,654,590520.49,Home Purchase
1513,8961410,Personal,Active,5057.0,0.0984,48,127.87,2022-07-19,751,6068.4,Education
6398,8591832,Auto,Paid,58002.86,0.0706,72,990.56,2019-11-30,811,69603.43,Auto Purchase
6067,8311442,Personal,Defaulted,10837.22,0.0885,12,946.98,2021-03-18,718,13004.66,Debt Consolidation
4650,6482381,Auto,Active,46802.55,0.0591,48,1097.23,2023-06-04,775,56163.06,Home Purchase
4302,8408204,Auto,Active,53609.6,0.0793,72,938.12,2023-02-18,628,64331.52,Debt Consolidation
4571,6716575,Personal,Defaulted,40208.65,0.0801,60,815.48,2022-11-30,662,48250.38,Home Purchase
8776,2826783,Personal,Defaulted,18227.16,0.0844,60,373.43,2021-11-29,640,21872.59,Business Expansion
5400,7583938,Mortgage,Paid,674271.92,0.0438,180,5116.88,2024-05-23,638,809126.3,Home Purchase
6730,8720744,Auto,Paid,22617.75,0.0783,60,456.77,2020-08-22,693,27141.3,Home Purchase
9054,1119010,Mortgage,Active,918225.73,0.0439,180,6972.85,2023-12-07,667,1101870.88,Business Expansion
5133,9126818,Personal,Defaulted,16211.34,0.1114,36,531.81,2023-04-20,798,19453.61,Business Expansion
8773,2486868,Personal,Defaulted,25697.0,0.0921,36,819.67,2024-07-18,700,30836.4,Debt Consolidation
8232,4173279,Personal,Paid,18687.29,0.1271,48,498.65,2021-11-17,761,22424.75,Home Purchase
1799,7614267,Mortgage,Paid,187034.83,0.0488,180,1467.39,2021-03-07,729,224441.8,Auto Purchase
8669,4391499,Personal,Active,10332.9,0.1236,48,273.93,2024-01-08,809,12399.48,Business Expansion
4776,1048293,Auto,Defaulted,36287.92,0.0792,48,884.53,2024-11-13,622,43545.5,Auto Purchase
1351,5188279,Personal,Defaulted,26517.57,0.1487,12,2391.8,2021-07-25,797,31821.08,Business Expansion
7841,4983833,Mortgage,Paid,257630.17,0.0378,360,1197.52,2020-08-01,791,309156.2,Debt Consolidation
1826,1923163,Auto,Active,34687.48,0.072,60,690.13,2022-05-23,789,41624.98,Auto Purchase
9394,7524461,Auto,Defaulted,71835.18,0.0681,72,1218.18,2024-01-18,801,86202.22,Debt Consolidation
3887,8014394,Mortgage,Active,406752.2,0.0339,180,2885.88,2023-11-26,785,488102.64,Auto Purchase
6406,9213740,Mortgage,Paid,630882.22,0.0452,180,4832.66,2020-04-30,709,757058.66,Debt Consolidation
2709,3827557,Mortgage,Defaulted,469523.64,0.0416,180,3510.78,2023-10-28,608,563428.37,Home Purchase
6700,7350865,Mortgage,Defaulted,730420.55,0.0369,360,3357.87,2023-07-08,752,876504.66,Auto Purchase
5276,7653694,Personal,Paid,48356.27,0.1422,24,2326.75,2024-01-06,845,58027.52,Home Purchase
9313,7255608,Personal,Active,29851.48,0.1127,36,981.12,2021-03-16,805,35821.78,Auto Purchase
4127,3066965,Mortgage,Paid,297587.65,0.0306,180,2063.68,2020-07-11,828,357105.18,Home Purchase
1197,1063262,Mortgage,Active,161331.66,0.033,360,706.56,2024-06-22,793,193597.99,Debt Consolidation
1912,8044419,Auto,Paid,33488.03,0.0567,48,781.41,2022-12-02,737,40185.64,Education
8335,3536095,Auto,Active,64065.09,0.0437,72,1013.15,2023-12-29,813,76878.11,Debt Consolidation
7307,9124174,Personal,Active,14343.43,0.1318,60,327.68,2022-12-16,641,17212.12,Debt Consolidation
6325,2397396,Mortgage,Defaulted,510137.5,0.0393,360,2414.93,2024-05-28,641,612165.0,Business Expansion
7051,3453799,Auto,Active,36126.71,0.0618,36,1101.99,2020-03-22,817,43352.05,Debt Consolidation
1961,3410360,Personal,Paid,3361.48,0.0963,60,70.81,2024-08-02,602,4033.78,Business Expansion
9433,7903426,Mortgage,Active,442087.56,0.0571,180,3661.68,2021-07-03,763,530505.07,Education
6621,5858287,Auto,Active,21575.08,0.0429,48,489.95,2024-02-13,745,25890.1,Auto Purchase
8452,7471020,Mortgage,Defaulted,497071.42,0.0303,180,3439.86,2024-06-21,824,596485.7,Debt Consolidation
5301,8040745,Mortgage,Paid,609004.17,0.0373,180,4422.77,2024-07-10,688,730805.0,Home Purchase
6786,2532680,Personal,Active,36996.35,0.1488,24,1791.72,2024-05-01,637,44395.62,Auto Purchase
2903,4712363,Personal,Paid,1728.99,0.141,24,83.1,2022-05-20,701,2074.79,Home Purchase
8682,3891956,Auto,Paid,36641.85,0.0582,48,857.51,2020-04-03,843,43970.22,Education
7980,9834140,Personal,Active,26264.46,0.0986,12,2307.35,2023-10-23,715,31517.35,Debt Consolidation
8741,9666787,Personal,Paid,39662.87,0.1402,36,1355.97,2022-07-29,755,47595.44,Debt Consolidation
6659,3696585,Personal,Active,33712.41,0.0969,36,1082.9,2021-02-07,808,40454.89,Debt Consolidation
6818,5090389,Auto,Paid,49737.66,0.0624,60,967.13,2024-06-28,787,59685.19,Home Purchase
6528,1072627,Mortgage,Active,784645.44,0.0431,360,3887.59,2022-10-20,701,941574.53,Debt Consolidation
3201,8507258,Personal,Defaulted,36681.85,0.1357,24,1753.76,2024-01-21,640,44018.22,Debt Consolidation
8788,3657234,Auto,Defaulted,52028.13,0.0427,72,820.41,2022-09-04,698,62433.76,Business Expansion
2279,3142243,Auto,Defaulted,31332.56,0.0569,60,601.24,2023-07-27,849,37599.07,Education
2041,7524254,Mortgage,Active,420277.4,0.0495,360,2243.31,2022-02-23,846,504332.88,Business Expansion
9239,3315049,Auto,Paid,30317.0,0.0742,48,731.9,2021-10-02,640,36380.4,Home Purchase
1903,1785968,Mortgage,Defaulted,347427.24,0.0339,180,2464.97,2022-08-24,773,416912.69,Auto Purchase
1265,3025446,Mortgage,Defaulted,210078.17,0.0394,180,1547.61,2020-07-23,759,252093.8,Business Expansion
8152,7140122,Personal,Active,30517.59,0.1071,48,784.45,2024-09-29,614,36621.11,Debt Consolidation
5724,5710608,Auto,Active,32120.75,0.074,60,642.11,2022-01-01,649,38544.9,Auto Purchase
9899,7524034,Personal,Active,45994.34,0.148,24,2225.74,2019-11-19,628,55193.21,Home Purchase
6617,4972020,Auto,Paid,32092.72,0.0484,48,736.75,2022-06-29,794,38511.26,Debt Consolidation
7865,6844941,Auto,Defaulted,20474.41,0.0753,48,495.34,2024-07-08,651,24569.29,Auto Purchase
2724,8822856,Auto,Active,16958.54,0.0745,36,527.13,2021-01-02,754,20350.25,Home Purchase
8500,1825174,Auto,Paid,54237.39,0.0735,48,1307.61,2021-07-24,849,65084.87,Education
1398,9996681,Personal,Paid,35924.81,0.1264,12,3202.64,2023-07-18,674,43109.77,Debt Consolidation
3588,3121258,Mortgage,Defaulted,334087.11,0.0409,360,1612.37,2024-09-19,656,400904.53,Business Expansion
8829,4452031,Mortgage,Defaulted,554183.31,0.0542,180,4504.65,2024-09-14,756,665019.97,Home Purchase
3907,3627764,Personal,Paid,13510.78,0.1072,24,627.95,2021-09-20,658,16212.94,Education
8700,3643593,Mortgage,Paid,589538.37,0.0395,360,2797.58,2024-08-08,759,707446.04,Debt Consolidation
8825,8075707,Auto,Active,29529.43,0.0413,48,668.47,2020-05-29,788,35435.32,Home Purchase
7747,4237341,Auto,Active,62561.42,0.0565,36,1893.33,2023-05-29,765,75073.7,Education
1975,8055137,Mortgage,Paid,716102.97,0.0457,180,5503.79,2020-10-12,688,859323.56,Home Purchase
1801,5154801,Personal,Active,4184.61,0.0872,60,86.3,2023-11-09,766,5021.53,Debt Consolidation
2365,3645444,Mortgage,Active,104510.4,0.0368,360,479.86,2021-05-12,656,125412.48,Auto Purchase
5621,2232965,Auto,Defaulted,58406.63,0.0513,36,1753.91,2020-06-02,833,70087.96,Auto Purchase
6409,7200717,Auto,Paid,69146.29,0.0412,72,1085.59,2022-11-05,665,82975.55,Auto Purchase
6435,7752786,Auto,Active,54984.92,0.0649,72,924.03,2024-03-16,642,65981.9,Auto Purchase
7537,6454444,Auto,Paid,31971.68,0.0654,72,538.05,2024-08-15,734,38366.02,Home Purchase
9368,7818350,Personal,Paid,32469.88,0.0905,36,1033.29,2021-10-30,823,38963.86,Auto Purchase
4154,7817366,Auto,Paid,23730.77,0.0568,60,455.26,2024-06-29,757,28476.92,Home Purchase
6372,5476257,Auto,Active,20188.24,0.0596,60,389.92,2021-02-02,805,24225.89,Education
9633,9994351,Mortgage,Active,161679.87,0.0496,360,863.98,2024-01-26,801,194015.84,Debt Consolidation
9721,3146039,Auto,Defaulted,61678.93,0.0799,60,1250.33,2021-05-21,749,74014.72,Home Purchase
3566,4447749,Auto,Defaulted,70640.7,0.0675,60,1390.45,2021-10-17,821,84768.84,Education
3054,4674777,Personal,Paid,28010.0,0.1313,24,1333.36,2021-06-25,843,33612.0,Home Purchase
6107,8655086,Mortgage,Paid,990217.94,0.0305,180,6862.1,2020-02-20,643,1188261.53,Debt Consolidation
2416,1273841,Auto,Active,74211.08,0.053,36,2234.18,2020-09-10,765,89053.3,Debt Consolidation
1805,5109872,Auto,Paid,70462.77,0.0592,36,2141.06,2022-09-07,765,84555.32,Education
5895,1235552,Personal,Defaulted,47976.85,0.132,36,1621.16,2021-06-05,729,57572.22,Education
5924,6185157,Personal,Paid,9875.57,0.1033,48,252.04,2021-10-14,782,11850.68,Debt Consolidation
7796,5877335,Personal,Active,30009.47,0.0994,48,760.25,2024-02-20,647,36011.36,Debt Consolidation
5813,6883878,Personal,Defaulted,15448.87,0.0935,36,493.79,2022-05-25,705,18538.64,Auto Purchase
9951,8408204,Auto,Active,56366.8,0.0435,48,1281.56,2023-07-13,677,67640.16,Education
7900,2432453,Auto,Active,62732.61,0.0454,48,1431.65,2024-05-09,749,75279.13,Business Expansion
6773,2993175,Personal,Paid,7443.75,0.1129,12,658.9,2024-08-16,845,8932.5,Debt Consolidation
1966,5878424,Personal,Defaulted,16266.04,0.0976,12,1428.23,2020-10-25,629,19519.25,Business Expansion
9165,1762520,Personal,Paid,10257.13,0.1282,36,344.71,2020-01-12,801,12308.56,Business Expansion
9444,7211226,Personal,Paid,33919.23,0.0943,24,1556.29,2020-03-18,663,40703.08,Home Purchase
1450,3854928,Personal,Defaulted,16045.69,0.0804,24,726.0,2023-02-26,619,19254.83,Education
1931,5896102,Mortgage,Defaulted,723042.33,0.0465,360,3728.27,2021-12-14,771,867650.8,Home Purchase
1863,1048293,Personal,Active,38702.15,0.1186,36,1282.88,2021-07-15,611,46442.58,Business Expansion
8342,2593563,Personal,Defaulted,29715.21,0.1481,12,2679.38,2023-04-24,836,35658.25,Education
7722,6591955,Personal,Paid,48852.69,0.118,48,1281.69,2022-09-17,770,58623.23,Education
2464,4161562,Personal,Active,31067.46,0.1317,12,2777.34,2022-01-13,753,37280.95,Home Purchase
9812,6089054,Auto,Active,36032.43,0.0438,72,569.99,2023-01-17,639,43238.92,Business Expansion
1879,3501242,Personal,Defaulted,35595.34,0.0804,48,869.65,2023-08-29,624,42714.41,Home Purchase
6032,4011430,Auto,Active,38538.71,0.0659,72,649.49,2019-11-19,604,46246.45,Home Purchase
3274,8809264,Mortgage,Active,888295.27,0.0578,360,5200.79,2023-07-24,814,1065954.32,Education
6788,6069198,Personal,Paid,16572.05,0.1216,60,369.98,2023-06-01,760,19886.46,Education
9177,3894571,Auto,Active,28922.06,0.047,48,662.13,2023-12-09,699,34706.47,Education
6679,7337671,Personal,Active,25823.55,0.1289,36,868.73,2020-06-07,777,30988.26,Auto Purchase
8956,1978979,Mortgage,Defaulted,628261.75,0.0491,180,4938.85,2024-05-24,665,753914.1,Home Purchase
7326,5830242,Auto,Defaulted,56086.08,0.0641,48,1327.75,2021-09-01,664,67303.3,Education
8431,1186493,Mortgage,Defaulted,965240.81,0.0444,180,7354.46,2023-12-26,826,1158288.97,Home Purchase
2818,5366630,Personal,Paid,1086.83,0.1088,36,35.52,2022-03-11,808,1304.2,Debt Consolidation
5172,3367595,Mortgage,Active,887653.69,0.0577,360,5191.39,2022-05-24,660,1065184.43,Auto Purchase
1737,9060170,Mortgage,Paid,722326.67,0.0598,360,4321.43,2022-09-18,634,866792.0,Education
9066,3183956,Auto,Defaulted,40832.22,0.0626,36,1247.01,2021-03-25,824,48998.66,Debt Consolidation
4693,9202395,Auto,Active,41780.97,0.051,60,790.37,2023-12-27,674,50137.16,Debt Consolidation
5764,1496761,Mortgage,Paid,915967.98,0.0598,180,7719.56,2020-01-06,732,1099161.58,Auto Purchase
5223,5811859,Auto,Paid,60596.11,0.08,36,1898.86,2021-06-23,608,72715.33,Education
5087,2487572,Personal,Paid,4228.7,0.1292,48,113.28,2023-10-18,835,5074.44,Education
1169,6762666,Personal,Active,5189.36,0.1439,24,250.11,2020-10-23,660,6227.23,Debt Consolidation
6011,3737014,Personal,Defaulted,6034.57,0.1213,60,134.63,2024-01-17,677,7241.48,Business Expansion
3008,7437638,Mortgage,Paid,885982.42,0.0513,180,7066.44,2023-12-26,671,1063178.9,Education
2511,3162385,Mortgage,Defaulted,566808.4,0.0591,360,3365.58,2021-05-16,702,680170.08,Auto Purchase
